target_index,ik_ok,peak_sample_idx,point_drift,range_3d_est_m,range_horiz_est_m,sensor_angle_deg,sensor_x,sensor_y,sensor_z,stationarity_ok,target_x_true,target_y_true,vantage_index,waveform_tag
1,True,25.0,0.009940766203230327,0.4973093352508666,0.45958483933917443,0.01872481031511735,0.6000182606349846,0.21421108497879998,0.6499956588378906,True,1.0,0.0,13,t01_v13
1,True,26.0,0.0988487026485206,0.514513863918283,0.47815339643040355,0.006394285901241441,0.6000238097007958,0.2500326327906729,0.64998380364176,False,1.0,0.0,14,t01_v14
2,True,29.0,0.02854382170820833,0.5661274499205324,0.5332899950475002,0.015377425930659811,0.5999948337037432,-0.24996379443724087,0.650005449226495,True,1.0,0.075,0,t02_v0
2,True,27.0,0.04165435934577233,0.5317183925856995,0.49649674156036694,0.0914642635307868,0.5999945847177396,-0.21453814804518145,0.6503035328990461,True,1.0,0.075,1,t02_v1
2,True,26.0,0.05742176028603564,0.514513863918283,0.47802049551614334,0.09882248232422976,0.5999970076791361,-0.1788590382920641,0.6503179498382174,False,1.0,0.075,2,t02_v2
2,True,25.0,0.0017326431164793367,0.4973093352508666,0.4594999155124776,0.054579836327358695,0.5999972808079161,-0.14297890691898754,0.6502009531303269,True,1.0,0.075,3,t02_v3
2,True,24.0,0.0582444655224215,0.48010480658345017,0.44080440476946753,0.06063704392307423,0.5999972849723674,-0.10724488756266959,0.6502422193950848,False,1.0,0.075,4,t02_v4
2,True,23.0,0.04882820954614385,0.4629002779160337,0.421897482170206,0.10968439314922832,0.59999849686851,-0.07150020563615937,0.6504709474780392,True,1.0,0.075,5,t02_v5
2,True,22.0,0.10023158787456331,0.44569574924861727,0.40298377350010806,0.08994978362800957,0.5999992949707594,-0.03572105357571624,0.6503911216257205,False,1.0,0.075,6,t02_v6
2,True,22.0,0.0025385862627605713,0.44569574924861727,0.403038418043033,0.06322881627547422,0.5999998314016323,1.1044242398506474e-05,0.6502754174339284,True,1.0,0.075,7,t02_v7
2,True,24.0,0.01966111535004008,0.48010480658345017,0.44074813391936707,0.08910479693579249,0.6000010935208556,0.0356059541047167,0.6503725498887059,True,1.0,0.075,8,t02_v8
2,True,24.0,0.1287069376482814,0.48010480658345017,0.44075380376941464,0.0838175664386622,0.6000038308050406,0.07148551290900919,0.650359422586129,False,1.0,0.075,9,t02_v9
2,True,24.0,0.01570419109849337,0.48010480658345017,0.44078806879533344,0.06954442529065336,0.6000065003231903,0.10725051354929445,0.6502800665130547,True,1.0,0.075,10,t02_v10
2,True,22.0,0.09692884243432597,0.44569574924861727,0.4031438655110716,0.046425784306341,0.6000094981256674,0.14266705343963718,0.6500518997512977,False,1.0,0.075,11,t02_v11
2,True,22.0,0.11223483939141726,0.44569574924861727,0.4031454849212783,0.04268622092849444,0.6000139504702998,0.17839974052649857,0.650048464571208,False,1.0,0.075,12,t02_v12
2,True,23.0,0.05526207925396026,0.4629002779160337,0.422111735109908,0.01872481031511735,0.6000182606349846,0.21421108497879998,0.6499956588378906,False,1.0,0.075,13,t02_v13
2,True,24.0,0.08548606355659823,0.48010480658345017,0.4409158419226296,0.006394285901241441,0.6000238097007958,0.2500326327906729,0.64998380364176,False,1.0,0.075,14,t02_v14
3,True,31.0,0.007932530983622704,0.6005365072553653,0.5696859010109968,0.015377425930659811,0.5999948337037432,-0.24996379443724087,0.650005449226495,True,1.0,0.15,0,t03_v0
3,True,30.0,0.0205633192120604,0.5833319785879489,0.5514170496180482,0.0914642635307868,0.5999945847177396,-0.21453814804518145,0.6503035328990461,True,1.0,0.15,1,t03_v1
3,True,29.0,0.013002108933972715,0.5661274499205324,0.5331785512592406,0.09882248232422976,0.5999970076791361,-0.1788590382920641,0.6503179498382174,True,1.0,0.15,2,t03_v2
3,True,28.0,0.08718653330222946,0.5489229212531159,0.514917440863455,0.054579836327358695,0.5999972808079161,-0.14297890691898754,0.6502009531303269,False,1.0,0.15,3,t03_v3
3,True,26.0,0.03417111697498856,0.514513863918283,0.4780506397064582,0.06063704392307423,0.5999972849723674,-0.10724488756266959,0.6502422193950848,True,1.0,0.15,4,t03_v4
3,True,25.0,0.011264274239867011,0.4973093352508666,0.4593880637266024,0.10968439314922832,0.59999849686851,-0.07150020563615937,0.6504709474780392,True,1.0,0.15,5,t03_v5
3,True,24.0,0.051589285873451886,0.48010480658345017,0.44074011175593286,0.08994978362800957,0.5999992949707594,-0.03572105357571624,0.6503911216257205,False,1.0,0.15,6,t03_v6
3,True,23.0,0.01664589486287087,0.4629002779160337,0.42198570214532816,0.06322881627547422,0.5999998314016323,1.1044242398506474e-05,0.6502754174339284,True,1.0,0.15,7,t03_v7
3,True,22.0,0.09242205315337115,0.44569574924861727,0.4029925472600685,0.08910479693579249,0.6000010935208556,0.0356059541047167,0.6503725498887059,False,1.0,0.15,8,t03_v8
3,True,22.0,0.017521451918136997,0.44569574924861727,0.40299874829949767,0.0838175664386622,0.6000038308050406,0.07148551290900919,0.650359422586129,True,1.0,0.15,9,t03_v9
3,True,24.0,0.03787332372337534,0.48010480658345017,0.44078806879533344,0.06954442529065336,0.6000065003231903,0.10725051354929445,0.6502800665130547,True,1.0,0.15,10,t03_v10
3,True,24.0,0.06804447205511639,0.48010480658345017,0.44088649412910663,0.046425784306341,0.6000094981256674,0.14266705343963718,0.6500518997512977,False,1.0,0.15,11,t03_v11
3,True,24.0,0.09890849223343424,0.48010480658345017,0.44088797490820547,0.04268622092849444,0.6000139504702998,0.17839974052649857,0.650048464571208,False,1.0,0.15,12,t03_v12
3,True,22.0,0.062443245235340075,0.44569574924861727,0.403170374061689,0.01872481031511735,0.6000182606349846,0.21421108497879998,0.6499956588378906,False,1.0,0.15,13,t03_v13
3,True,22.0,0.10177863053231438,0.44569574924861727,0.40317596065749695,0.006394285901241441,0.6000238097007958,0.2500326327906729,0.64998380364176,False,1.0,0.15,14,t03_v14
4,True,26.0,0.024938973834946143,0.514513863918283,0.4781447954630055,0.015377425930659811,0.5999948337037432,-0.24996379443724087,0.650005449226495,True,1.075,-0.15,0,t04_v0
4,True,26.0,0.027579542206841185,0.514513863918283,0.47802623519035353,0.0914642635307868,0.5999945847177396,-0.21453814804518145,0.6503035328990461,True,1.075,-0.15,1,t04_v1
4,True,28.0,0.00863543192272274,0.5489229212531159,0.5148742093428572,0.09882248232422976,0.5999970076791361,-0.1788590382920641,0.6503179498382174,True,1.075,-0.15,2,t04_v2
4,True,25.0,0.06967691300156507,0.4973093352508666,0.4594999155124776,0.054579836327358695,0.5999972808079161,-0.14297890691898754,0.6502009531303269,False,1.075,-0.15,3,t04_v3
4,True,26.0,0.014526072201137477,0.514513863918283,0.4780506397064582,0.06063704392307423,0.5999972849723674,-0.10724488756266959,0.6502422193950848,True,1.075,-0.15,4,t04_v4
